Group_Name,Year,Month,Report_Year_Month,Volume,Open_Interest
Equity,2000,4,2000-4,117003385,111040419
"Interest Rates",2000,4,2000-4,71762039,27114724
Metals,2000,4,2000-4,8574643,2896040
Other,2000,4,2000-4,479686,304522
Agriculture,2000,5,2000-5,13666554,5399161
Currencies,2000,5,2000-5,3877685,1342562
Energy,2000,5,2000-5,13416583,3248004
Equity,2000,5,2000-5,122906460,127318802
"Interest Rates",2000,5,2000-5,89020076,28431336
Metals,2000,5,2000-5,9245357,2628299
Other,2000,5,2000-5,578330,227614
Agriculture,2000,6,2000-6,14608519,4920045
Currencies,2000,6,2000-6,4234530,1059008
Energy,2000,6,2000-6,12532356,3257357
Equity,2000,6,2000-6,125150385,120192626
"Interest Rates",2000,6,2000-6,79846656,26084128
Metals,2000,6,2000-6,9586630,2574044
Other,2000,6,2000-6,460655,185089
Agriculture,2000,7,2000-7,11346612,5208993
Currencies,2000,7,2000-7,3322900,1166434
Energy,2000,7,2000-7,10918236,3168297
Equity,2000,7,2000-7,109974448,123164744
"Interest Rates",2000,7,2000-7,60301635,28451845
Metals,2000,7,2000-7,8283908,2392540
Other,2000,7,2000-7,434926,169160
Agriculture,2000,8,2000-8,11961442,5006029
Currencies,2000,8,2000-8,3872922,1273074
Energy,2000,8,2000-8,14337211,3390914
Equity,2000,8,2000-8,122803119,134854911
"Interest Rates",2000,8,2000-8,68289165,29452764
Metals,2000,8,2000-8,8083496,2383955
Other,2000,8,2000-8,412630,174317
Agriculture,2000,9,2000-9,10420114,5208654
Currencies,2000,9,2000-9,4299255,1113022
Energy,2000,9,2000-9,14974140,3589566
Equity,2000,9,2000-9,134433091,132144310
"Interest Rates",2000,9,2000-9,74337681,26423090
Metals,2000,9,2000-9,8307084,2389143
Other,2000,9,2000-9,509312,207179
Agriculture,2001,1,2001-1,12119914,5584943
Currencies,2001,1,2001-1,4394023,1516643
Energy,2001,1,2001-1,12619362,3251901
Equity,2001,1,2001-1,174143273,138159038
"Interest Rates",2001,1,2001-1,103183798,30331386
Metals,2001,1,2001-1,10023779,2245384
Other,2001,1,2001-1,829417,277628
Agriculture,2001,10,2001-10,12083464,5219503
Currencies,2001,10,2001-10,4311310,1814615
Energy,2001,10,2001-10,14293800,3896823
Equity,2001,10,2001-10,248537003,216319794
"Interest Rates",2001,10,2001-10,106984140,38595155
Metals,2001,10,2001-10,9490005,2475674
Other,2001,10,2001-10,557308,160757
Agriculture,2001,11,2001-11,12164247,4916489
Currencies,2001,11,2001-11,4166583,1894661
Energy,2001,11,2001-11,15593234,3884208
Equity,2001,11,2001-11,302262479,241423589
"Interest Rates",2001,11,2001-11,143210381,41067863
Metals,2001,11,2001-11,10163606,2375781
Other,2001,11,2001-11,643029,236754
Agriculture,2001,12,2001-12,8914156,4868111
Currencies,2001,12,2001-12,5191256,1724390
Energy,2001,12,2001-12,14798298,4063108
Equity,2001,12,2001-12,266209604,197131598
"Interest Rates",2001,12,2001-12,82826285,34392678
Metals,2001,12,2001-12,8963233,2408267
Other,2001,12,2001-12,430000,361677
Agriculture,2001,2,2001-2,10969682,5122041
Currencies,2001,2,2001-2,4236727,1601730
Energy,2001,2,2001-2,11814630,3074005
Equity,2001,2,2001-2,159421350,156116018
"Interest Rates",2001,2,2001-2,91818082,31573377
Metals,2001,2,2001-2,7756919,2276123
Other,2001,2,2001-2,621923,307901
Agriculture,2001,3,2001-3,11556986,5361321
Currencies,2001,3,2001-3,5709917,1572015
Energy,2001,3,2001-3,15057737,3248365
Equity,2001,3,2001-3,194168043,155410084
"Interest Rates",2001,3,2001-3,106289717,29075470
Metals,2001,3,2001-3,9246204,2593564
Other,2001,3,2001-3,733767,295907
Agriculture,2001,4,2001-4,11222794,4916332
Currencies,2001,4,2001-4,4081678,1636399
Energy,2001,4,2001-4,13528749,3387057
Equity,2001,4,2001-4,188993693,169269728
"Interest Rates",2001,4,2001-4,98477018,31033153
Metals,2001,4,2001-4,7975732,2310203
Other,2001,4,2001-4,501347,244771
Agriculture,2001,5,2001-5,11471602,5071336
Currencies,2001,5,2001-5,4412100,1625233
Energy,2001,5,2001-5,14484377,3525255
Equity,2001,5,2001-5,188696273,184522641
"Interest Rates",2001,5,2001-5,102796218,32258919
Metals,2001,5,2001-5,9661253,2289905
Other,2001,5,2001-5,480404,237442
Agriculture,2001,6,2001-6,12272724,4884765
Currencies,2001,6,2001-6,4858539,1462764
Energy,2001,6,2001-6,15671393,3587538
Equity,2001,6,2001-6,190998583,175495649
"Interest Rates",2001,6,2001-6,95541990,29041903
Metals,2001,6,2001-6,8824351,2344648
Other,2001,6,2001-6,423710,256021
Agriculture,2001,7,2001-7,14474462,5156115
Currencies,2001,7,2001-7,4257224,1686389
Energy,2001,7,2001-7,13058070,3560931
Equity,2001,7,2001-7,193430213,183896888
"Interest Rates",2001,7,2001-7,84319541,31735205
Metals,2001,7,2001-7,8292443,2230279
Other,2001,7,2001-7,487897,155016
Agriculture,2001,8,2001-8,12450473,4900356
Currencies,2001,8,2001-8,4558074,1943109
Energy,2001,8,2001-8,12865300,3726723
Equity,2001,8,2001-8,219314375,200959954
"Interest Rates",2001,8,2001-8,102182062,35256404
Metals,2001,8,2001-8,10350076,2394913
Other,2001,8,2001-8,510809,172717
Agriculture,2001,9,2001-9,9581532,5001041
Currencies,2001,9,2001-9,5065809,1765080
Energy,2001,9,2001-9,13110568,3662859
Equity,2001,9,2001-9,254708651,188831806
"Interest Rates",2001,9,2001-9,114617072,32472545
Metals,2001,9,2001-9,8410229,2373665
Other,2001,9,2001-9,452699,267337
Agriculture,2002,1,2002-1,15244203,5914862
Currencies,2002,1,2002-1,4792380,2438628
Energy,2002,1,2002-1,17312688,4498662
Equity,2002,1,2002-1,296957208,202832669
"Interest Rates",2002,1,2002-1,126151265,46970508
Metals,2002,1,2002-1,11218756,2531783
Other,2002,1,2002-1,748188,314313
Agriculture,2002,10,2002-10,16950500,6335811
Currencies,2002,10,2002-10,4852126,1894357
Energy,2002,10,2002-10,18898488,4859939
Equity,2002,10,2002-10,458623108,262362322
"Interest Rates",2002,10,2002-10,154054491,49521594
Metals,2002,10,2002-10,10725595,2672283
Other,2002,10,2002-10,3817992,3981639
Agriculture,2002,11,2002-11,18562134,5734480
Currencies,2002,11,2002-11,4248959,1867198
Energy,2002,11,2002-11,16580514,4575007
Equity,2002,11,2002-11,388856138,279737823
"Interest Rates",2002,11,2002-11,121029550,46755639
Metals,2002,11,2002-11,9952388,2524793
Other,2002,11,2002-11,2605340,4527698
Agriculture,2002,12,2002-12,17556501,5500375
Currencies,2002,12,2002-12,5208932,1844885
Energy,2002,12,2002-12,19131225,4929063
Equity,2002,12,2002-12,345213169,234234916
"Interest Rates",2002,12,2002-12,86848865,38317393
Metals,2002,12,2002-12,10151324,2618908
Other,2002,12,2002-12,3762794,6643258
Agriculture,2002,2,2002-2,12461048,5447198
Currencies,2002,2,2002-2,4519851,1929835
Energy,2002,2,2002-2,14809457,4461600
Equity,2002,2,2002-2,259606380,236684466
"Interest Rates",2002,2,2002-2,104823349,42366417
Metals,2002,2,2002-2,10596356,2622954
Other,2002,2,2002-2,666024,283680
Agriculture,2002,3,2002-3,14698217,5816674
Currencies,2002,3,2002-3,5347276,1618482
Energy,2002,3,2002-3,18811331,5050975
Equity,2002,3,2002-3,291670621,214489596
"Interest Rates",2002,3,2002-3,114745982,39066079
Metals,2002,3,2002-3,10661982,2524742
Other,2002,3,2002-3,641719,313882
Agriculture,2002,4,2002-4,16916663,5384873
Currencies,2002,4,2002-4,5035038,1967425
Energy,2002,4,2002-4,19892706,5141391
Equity,2002,4,2002-4,313299246,227362047
"Interest Rates",2002,4,2002-4,110180958,42012261
Metals,2002,4,2002-4,9314750,2563238
Other,2002,4,2002-4,624998,295201
Agriculture,2002,5,2002-5,13701022,5640399
Currencies,2002,5,2002-5,5654069,2164753
Energy,2002,5,2002-5,18577857,5092527
Equity,2002,5,2002-5,327940429,247303576
"Interest Rates",2002,5,2002-5,126684043,44188872
Metals,2002,5,2002-5,9854321,2614345
Other,2002,5,2002-5,558636,339920
Agriculture,2002,6,2002-6,15962094,5467178
Currencies,2002,6,2002-6,6532542,2003311
Energy,2002,6,2002-6,14664392,4863515
Equity,2002,6,2002-6,307952155,230909333
"Interest Rates",2002,6,2002-6,120794169,39676186
Metals,2002,6,2002-6,10194774,2590240
Other,2002,6,2002-6,744308,484376
Agriculture,2002,7,2002-7,20560979,6042204
Currencies,2002,7,2002-7,4850311,1867352
Energy,2002,7,2002-7,15663941,4608961
Equity,2002,7,2002-7,408678349,257937754
"Interest Rates",2002,7,2002-7,138147941,44765797
Metals,2002,7,2002-7,11919700,2498566
Other,2002,7,2002-7,2012275,1695360
Agriculture,2002,8,2002-8,18850556,5950886
Currencies,2002,8,2002-8,4001965,1751610
Energy,2002,8,2002-8,17780067,4740360
Equity,2002,8,2002-8,313481876,283051870
"Interest Rates",2002,8,2002-8,137554473,47242804
Metals,2002,8,2002-8,8614432,2659038
Other,2002,8,2002-8,1091916,1437499
Agriculture,2002,9,2002-9,18099034,6250073
Currencies,2002,9,2002-9,5369281,1771362
Energy,2002,9,2002-9,17252092,4881583
Equity,2002,9,2002-9,343725594,244781429
"Interest Rates",2002,9,2002-9,134797195,44839327
Metals,2002,9,2002-9,9525413,2616083
Other,2002,9,2002-9,618019,1426699
Agriculture,2003,1,2003-1,18815940,5956701
Currencies,2003,1,2003-1,5343074,2001015
Energy,2003,1,2003-1,20947670,5782721
Equity,2003,1,2003-1,414158513,233748105
"Interest Rates",2003,1,2003-1,133781176,50516613
Metals,2003,1,2003-1,12177774,2732511
Other,2003,1,2003-1,774577,5971731
Agriculture,2003,10,2003-10,27138573,7008043
Currencies,2003,10,2003-10,5959138,2478870
Energy,2003,10,2003-10,20087368,4875202
Equity,2003,10,2003-10,568799476,304137378
"Interest Rates",2003,10,2003-10,170448042,73229400
Metals,2003,10,2003-10,15138621,3718056
Other,2003,10,2003-10,1460326,8150648
Agriculture,2003,11,2003-11,23868580,6152448
Currencies,2003,11,2003-11,6528554,2324504
Energy,2003,11,2003-11,15527320,4714675
Equity,2003,11,2003-11,471468533,312197119
"Interest Rates",2003,11,2003-11,137995313,74185616
Metals,2003,11,2003-11,13249385,3374412
Other,2003,11,2003-11,799990,8061915
Agriculture,2003,12,2003-12,22679886,5961629
Currencies,2003,12,2003-12,7541088,2201611
Energy,2003,12,2003-12,16445056,4965524
Equity,2003,12,2003-12,457473997,268901738
"Interest Rates",2003,12,2003-12,132595596,65289648
Metals,2003,12,2003-12,12941011,3337393
Other,2003,12,2003-12,6922329,13610030
Agriculture,2003,2,2003-2,18940888,5531756
Currencies,2003,2,2003-2,5011834,2227637
Energy,2003,2,2003-2,20913764,5817040
Equity,2003,2,2003-2,377843309,255640254
"Interest Rates",2003,2,2003-2,136895584,56713265
Metals,2003,2,2003-2,13155220,2686918
Other,2003,2,2003-2,438398,5878705
Agriculture,2003,3,2003-3,20147257,5727640
Currencies,2003,3,2003-3,6470508,1790663
Energy,2003,3,2003-3,19952696,4976289
Equity,2003,3,2003-3,459966528,230355784
"Interest Rates",2003,3,2003-3,174354234,54905085
Metals,2003,3,2003-3,12085648,2659191
Other,2003,3,2003-3,438560,5715505
Agriculture,2003,4,2003-4,22627100,5487995
Currencies,2003,4,2003-4,5588862,2327163
Energy,2003,4,2003-4,17609295,4843720
Equity,2003,4,2003-4,525230433,244526994
"Interest Rates",2003,4,2003-4,139245033,56838770
Metals,2003,4,2003-4,10780043,2724273
Other,2003,4,2003-4,1361890,5195851
Agriculture,2003,5,2003-5,18842127,5941875
Currencies,2003,5,2003-5,6739435,2240189
Energy,2003,5,2003-5,15900866,4592495
Equity,2003,5,2003-5,410048847,266740409
"Interest Rates",2003,5,2003-5,169867986,63128639
Metals,2003,5,2003-5,12677095,2759234
Other,2003,5,2003-5,1094297,4546467
Agriculture,2003,6,2003-6,21303557,5552395
Currencies,2003,6,2003-6,7299834,2094684
Energy,2003,6,2003-6,17985476,4679278
Equity,2003,6,2003-6,417463086,255310062
"Interest Rates",2003,6,2003-6,201371322,58968139
Metals,2003,6,2003-6,12623259,2846561
Other,2003,6,2003-6,938538,4155236
Agriculture,2003,7,2003-7,21569102,5784594
Currencies,2003,7,2003-7,6386503,2162198
Energy,2003,7,2003-7,17162029,4744966
Equity,2003,7,2003-7,422268110,273267927
"Interest Rates",2003,7,2003-7,171648838,65020502
Metals,2003,7,2003-7,13941698,3066461
Other,2003,7,2003-7,5600503,8965485
Agriculture,2003,8,2003-8,22208565,5617024
Currencies,2003,8,2003-8,7760180,2310707
Energy,2003,8,2003-8,17401003,4727788
Equity,2003,8,2003-8,402597911,293643330
"Interest Rates",2003,8,2003-8,144025183,65881905
Metals,2003,8,2003-8,12146520,3372926
Other,2003,8,2003-8,1273392,9241940
Agriculture,2003,9,2003-9,23293581,5965786
Currencies,2003,9,2003-9,7073346,2196172
Energy,2003,9,2003-9,17796900,4647929
Equity,2003,9,2003-9,505758520,284765625
"Interest Rates",2003,9,2003-9,166997573,66550303
Metals,2003,9,2003-9,13850776,3430727
Other,2003,9,2003-9,1080546,8895331
Agriculture,2004,1,2004-1,19114148,6985844
Currencies,2004,1,2004-1,7209725,2345847
Energy,2004,1,2004-1,17595806,5263633
Equity,2004,1,2004-1,437967440,275845121
"Interest Rates",2004,1,2004-1,173856485,72368933
Metals,2004,1,2004-1,14276094,3256318
Other,2004,1,2004-1,5073312,16584621
Agriculture,2004,10,2004-10,19193521,7406530
Currencies,2004,10,2004-10,9564116,2789948
Energy,2004,10,2004-10,23585512,8233784
Equity,2004,10,2004-10,497245071,353868333
"Interest Rates",2004,10,2004-10,180560061,83844996
Metals,2004,10,2004-10,13087381,3328907
Other,2004,10,2004-10,1142857,12336533
Agriculture,2004,11,2004-11,23686528,6796411
Currencies,2004,11,2004-11,9884018,3069596
Energy,2004,11,2004-11,21538810,7815406
Equity,2004,11,2004-11,490332753,373213310
"Interest Rates",2004,11,2004-11,200367470,85752487
Metals,2004,11,2004-11,13730967,3184493
Other,2004,11,2004-11,2117406,11242024
Agriculture,2004,12,2004-12,21914326,6406713
Currencies,2004,12,2004-12,12275410,2764122
Energy,2004,12,2004-12,19358311,8040734
Equity,2004,12,2004-12,431187705,332929689
"Interest Rates",2004,12,2004-12,165901279,74907203
Metals,2004,12,2004-12,12719615,3161172
Other,2004,12,2004-12,2451708,10413789
Agriculture,2004,2,2004-2,27506935,6584596
Currencies,2004,2,2004-2,7003401,2509675
Energy,2004,2,2004-2,17232954,5211479
Equity,2004,2,2004-2,439204449,310159056
"Interest Rates",2004,2,2004-2,160209880,79048701
Metals,2004,2,2004-2,14308893,3310302
Other,2004,2,2004-2,1224038,16517993
Agriculture,2004,3,2004-3,32164065,7486115
Currencies,2004,3,2004-3,9516021,2203486
Energy,2004,3,2004-3,20510259,5355187
Equity,2004,3,2004-3,583308000,301933572
"Interest Rates",2004,3,2004-3,212112298,76599515
Metals,2004,3,2004-3,16586485,3447522
Other,2004,3,2004-3,1713998,16018020
Agriculture,2004,4,2004-4,30690682,7738644
Currencies,2004,4,2004-4,7316216,2426783
Energy,2004,4,2004-4,18404324,13565605
Equity,2004,4,2004-4,462907618,324131799
"Interest Rates",2004,4,2004-4,187484863,84927615
Metals,2004,4,2004-4,16802911,3285207
Other,2004,4,2004-4,1960767,15188500
Agriculture,2004,5,2004-5,23968138,7260803
Currencies,2004,5,2004-5,8180338,2596317
Energy,2004,5,2004-5,19528062,6218070
Equity,2004,5,2004-5,525407815,333169380
"Interest Rates",2004,5,2004-5,195286808,89642563
Metals,2004,5,2004-5,13595192,3189482
Other,2004,5,2004-5,2096839,14497191
Agriculture,2004,6,2004-6,30682126,6776850
Currencies,2004,6,2004-6,8716150,2267289
Energy,2004,6,2004-6,21250089,6527598
Equity,2004,6,2004-6,525682991,313345368
"Interest Rates",2004,6,2004-6,211000825,85141005
Metals,2004,6,2004-6,13579493,3074116
Other,2004,6,2004-6,1272227,13952550
Agriculture,2004,7,2004-7,26199928,6971632
Currencies,2004,7,2004-7,7736816,2404457
Energy,2004,7,2004-7,20335634,6863665
Equity,2004,7,2004-7,435100219,331357507
"Interest Rates",2004,7,2004-7,174363014,89431591
Metals,2004,7,2004-7,12862624,3125713
Other,2004,7,2004-7,1183530,13456100
Agriculture,2004,8,2004-8,23415452,6849599
Currencies,2004,8,2004-8,8287664,2679806
Energy,2004,8,2004-8,21838038,7196046
Equity,2004,8,2004-8,417533992,342705136
"Interest Rates",2004,8,2004-8,182943216,86419266
Metals,2004,8,2004-8,11992751,3235843
Other,2004,8,2004-8,850505,13107447
Agriculture,2004,9,2004-9,23641568,7314321
Currencies,2004,9,2004-9,9567332,2641629
Energy,2004,9,2004-9,22282780,7600535
Equity,2004,9,2004-9,434716187,328466165
"Interest Rates",2004,9,2004-9,223420668,80948507
Metals,2004,9,2004-9,12184772,3111274
Other,2004,9,2004-9,1131127,12752416
Agriculture,2005,1,2005-1,22484277,8188861
Currencies,2005,1,2005-1,10702677,2734831
Energy,2005,1,2005-1,19896915,8436437
Equity,2005,1,2005-1,462533019,316937855
"Interest Rates",2005,1,2005-1,191292795,87212774
Metals,2005,1,2005-1,13224306,3206231
Other,2005,1,2005-1,1024693,9924477
Agriculture,2005,10,2005-10,29950590,9514674
Currencies,2005,10,2005-10,14332860,3794928
Energy,2005,10,2005-10,23796651,12121863
Equity,2005,10,2005-10,644115903,510320556
"Interest Rates",2005,10,2005-10,207083982,93875018
Metals,2005,10,2005-10,14772953,3655427
Other,2005,10,2005-10,903861,7304172
Agriculture,2005,11,2005-11,34126672,9478872
Currencies,2005,11,2005-11,16491240,4227904
Energy,2005,11,2005-11,23758776,12248945
Equity,2005,11,2005-11,577705686,452809557
"Interest Rates",2005,11,2005-11,237186283,98732340
Metals,2005,11,2005-11,16973562,3816442
Other,2005,11,2005-11,35669911,39713624
Agriculture,2005,12,2005-12,36381958,10799384
Currencies,2005,12,2005-12,18344466,3842493
Energy,2005,12,2005-12,22106049,12588796
Equity,2005,12,2005-12,500701079,398827123
"Interest Rates",2005,12,2005-12,168568593,86294947
Metals,2005,12,2005-12,18204885,3494119
Other,2005,12,2005-12,2737850,40186569
Agriculture,2005,2,2005-2,25680367,7857791
Currencies,2005,2,2005-2,9899220,3077465
Energy,2005,2,2005-2,19484925,8415616
Equity,2005,2,2005-2,409905070,355815737
"Interest Rates",2005,2,2005-2,204898037,96219700
Metals,2005,2,2005-2,12765989,3192202
Other,2005,2,2005-2,790625,9615505
Agriculture,2005,3,2005-3,40337618,8459810
Currencies,2005,3,2005-3,13557079,2936349
Energy,2005,3,2005-3,23594073,9086724
Equity,2005,3,2005-3,557906061,344687863
"Interest Rates",2005,3,2005-3,247266932,91957613
Metals,2005,3,2005-3,14270177,2855872
Other,2005,3,2005-3,858537,9318182
Agriculture,2005,4,2005-4,29642841,7912322
Currencies,2005,4,2005-4,11863027,3111616
Energy,2005,4,2005-4,22378838,9185339
Equity,2005,4,2005-4,494255565,375857244
"Interest Rates",2005,4,2005-4,224972151,90749123
Metals,2005,4,2005-4,13424367,3167411
Other,2005,4,2005-4,971524,8881144
Agriculture,2005,5,2005-5,25016865,8524377
Currencies,2005,5,2005-5,12329131,3581379
Energy,2005,5,2005-5,21257338,9194318
Equity,2005,5,2005-5,476324314,387280412
"Interest Rates",2005,5,2005-5,208316454,92003915
Metals,2005,5,2005-5,12190933,3078721
Other,2005,5,2005-5,814425,8641172
Agriculture,2005,6,2005-6,37681754,8513605
Currencies,2005,6,2005-6,16137326,3500968
Energy,2005,6,2005-6,25377942,10035384
Equity,2005,6,2005-6,490275629,376260033
"Interest Rates",2005,6,2005-6,241729850,84558153
Metals,2005,6,2005-6,14648071,3161395
Other,2005,6,2005-6,769480,8472314
Agriculture,2005,7,2005-7,31970277,9034246
Currencies,2005,7,2005-7,12770114,3655088
Energy,2005,7,2005-7,22923843,10565014
Equity,2005,7,2005-7,510433957,416472506
"Interest Rates",2005,7,2005-7,169112253,86964328
Metals,2005,7,2005-7,12265367,3188449
Other,2005,7,2005-7,758817,8102739
Agriculture,2005,8,2005-8,35041451,8644656
Currencies,2005,8,2005-8,14191607,3684449
Energy,2005,8,2005-8,28890127,11594353
Equity,2005,8,2005-8,629347079,432885299
"Interest Rates",2005,8,2005-8,197201411,90601652
Metals,2005,8,2005-8,13477446,3638785
Other,2005,8,2005-8,1055839,8014714
Agriculture,2005,9,2005-9,31727030,9237974
Currencies,2005,9,2005-9,16195852,3809248
Energy,2005,9,2005-9,26572421,11845510
Equity,2005,9,2005-9,614549465,420995864
"Interest Rates",2005,9,2005-9,236756519,84537510
Metals,2005,9,2005-9,14808899,3605550
Other,2005,9,2005-9,809316,7731651
Agriculture,2006,1,2006-1,33986965,12676692
Currencies,2006,1,2006-1,16687649,4024090
Energy,2006,1,2006-1,27481100,13022695
Equity,2006,1,2006-1,639137843,381352407
"Interest Rates",2006,1,2006-1,222202777,98485485
Metals,2006,1,2006-1,17932416,3899909
Other,2006,1,2006-1,6078684,43293206
Agriculture,2006,10,2006-10,43268242,13100281
Currencies,2006,10,2006-10,21251748,4310958
Energy,2006,10,2006-10,37398901,20911373
Equity,2006,10,2006-10,577200365,492814936
"Interest Rates",2006,10,2006-10,252296503,139316936
Metals,2006,10,2006-10,17714533,3867174
Other,2006,10,2006-10,5998274,52611997
Agriculture,2006,11,2006-11,54389566,13988985
Currencies,2006,11,2006-11,22854270,4675641
Energy,2006,11,2006-11,33418043,20474776
Equity,2006,11,2006-11,588322645,521379647
"Interest Rates",2006,11,2006-11,262810237,145859959
Metals,2006,11,2006-11,19093991,3814548
Other,2006,11,2006-11,12077754,49312408
Agriculture,2006,12,2006-12,42562369,14052991
Currencies,2006,12,2006-12,24586272,4553366
Energy,2006,12,2006-12,30475253,20404445
Equity,2006,12,2006-12,580540314,463417110
"Interest Rates",2006,12,2006-12,219694842,121548943
Metals,2006,12,2006-12,14277830,3710656
Other,2006,12,2006-12,6663222,46842871
Agriculture,2006,2,2006-2,40580254,11160652
Currencies,2006,2,2006-2,15827870,4306689
Energy,2006,2,2006-2,27559692,13574125
Equity,2006,2,2006-2,598365302,408063325
"Interest Rates",2006,2,2006-2,237319257,109495058
Metals,2006,2,2006-2,17268249,4071707
Other,2006,2,2006-2,3511313,44080536
Agriculture,2006,3,2006-3,37154058,11766788
Currencies,2006,3,2006-3,22974229,4167006
Energy,2006,3,2006-3,28619531,14099866
Equity,2006,3,2006-3,613799846,404344615
"Interest Rates",2006,3,2006-3,328587483,110871913
Metals,2006,3,2006-3,17801862,3925732
Other,2006,3,2006-3,4029598,44492111
Agriculture,2006,4,2006-4,36814023,11279391
Currencies,2006,4,2006-4,18165300,4414333
Energy,2006,4,2006-4,27644911,15361438
Equity,2006,4,2006-4,553224439,430063995
"Interest Rates",2006,4,2006-4,251509486,126344886
Metals,2006,4,2006-4,20598850,4251200
Other,2006,4,2006-4,4370007,44029209
Agriculture,2006,5,2006-5,42099033,12656263
Currencies,2006,5,2006-5,24646212,4404229
Energy,2006,5,2006-5,32166579,16867454
Equity,2006,5,2006-5,721501552,463720769
"Interest Rates",2006,5,2006-5,296199741,140245031
Metals,2006,5,2006-5,21755284,4063617
Other,2006,5,2006-5,6195975,43003507
Agriculture,2006,6,2006-6,45322994,10883667
Currencies,2006,6,2006-6,21262619,3942135
Energy,2006,6,2006-6,30489466,17732456
Equity,2006,6,2006-6,661192880,447487155
"Interest Rates",2006,6,2006-6,295834713,129732220
Metals,2006,6,2006-6,18925971,3852859
Other,2006,6,2006-6,20871828,57404255
Agriculture,2006,7,2006-7,36978341,11227143
Currencies,2006,7,2006-7,17788964,4042957
Energy,2006,7,2006-7,31044665,19033087
Equity,2006,7,2006-7,575700278,448871479
"Interest Rates",2006,7,2006-7,239061638,141023702
Metals,2006,7,2006-7,16988400,3747304
Other,2006,7,2006-7,4592944,56298218
Agriculture,2006,8,2006-8,39356387,11478667
Currencies,2006,8,2006-8,21665312,4458122
Energy,2006,8,2006-8,39432147,20365457
Equity,2006,8,2006-8,578168723,484519138
"Interest Rates",2006,8,2006-8,296990221,134368523
Metals,2006,8,2006-8,16778061,3829473
Other,2006,8,2006-8,3376615,55169945
Agriculture,2006,9,2006-9,37124766,12499664
Currencies,2006,9,2006-9,23124016,4180332
Energy,2006,9,2006-9,38535410,20515412
Equity,2006,9,2006-9,575877436,469131833
"Interest Rates",2006,9,2006-9,278409526,128390346
Metals,2006,9,2006-9,18145005,3836927
Other,2006,9,2006-9,4249832,54049365
Agriculture,2007,1,2007-1,44449492,15340004
Currencies,2007,1,2007-1,28674092,6924453
Energy,2007,1,2007-1,44680150,22843901
Equity,2007,1,2007-1,701456907,407017952
"Interest Rates",2007,1,2007-1,262641512,136832540
Metals,2007,1,2007-1,20130006,4040009
Other,2007,1,2007-1,5340694,46722559
Agriculture,2007,10,2007-10,61057257,14424756
Currencies,2007,10,2007-10,46902544,12725367
Energy,2007,10,2007-10,48067409,24340431
Equity,2007,10,2007-10,866033630,569754115
"Interest Rates",2007,10,2007-10,306323906,154783587
Metals,2007,10,2007-10,22421226,5308716
Other,2007,10,2007-10,11142367,26447761
Agriculture,2007,11,2007-11,73543079,13140426
Currencies,2007,11,2007-11,40937630,12925505
Energy,2007,11,2007-11,44795518,23984946
Equity,2007,11,2007-11,905215091,603711827
"Interest Rates",2007,11,2007-11,324607807,164757492
Metals,2007,11,2007-11,29730916,5190260
Other,2007,11,2007-11,7819536,25090157
Agriculture,2007,12,2007-12,58118272,14011221
Currencies,2007,12,2007-12,32869639,12856734
Energy,2007,12,2007-12,35219428,23348679
Equity,2007,12,2007-12,766431486,512751864
